chunk_id,source_id,source_type,relpath,chunk_start_line,chunk_end_line,entity_ids,canonicals,entity_count,matched_vocabs,match_kinds
169217,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,181,185,play_kalina|pers_faeryne|pers_victor|pers_piers,Kalina|Faeryne|Victor D Evernight|Piers Ashton,4,Kalina Hitana|Faeryne|Victor|Piers,alias|canonical
169218,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,186,190,play_kalina|play_bysickle|pers_victor|play_crowe,Kalina|Bysickle|Victor D Evernight|Crowe,4,Kalina Hitana|Bysickle|Victor|Crowe,alias|canonical
169220,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,196,201,pers_shworn,Shworn Sleepsong,1,Shworn,alias
169222,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,215,219,loc_crafthold|pers_shworn|pers_urgulk|pers_henry,Crafthold|Shworn Sleepsong|Urgulk|Henry Sleepsong,4,Crafthold|Shworn|Urgulk|Henry,canonical|alias
169223,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,220,224,pers_faeryne,Faeryne,1,Faeryne,canonical
169224,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,225,233,pers_henry,Henry Sleepsong,1,Henry,alias
169226,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,239,243,pers_shworn,Shworn Sleepsong,1,Shworn,alias
169227,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,244,249,pers_alivyre|pers_luminia|pers_avarna|pers_henry,Alivyre Dawntracker|Luminia|Avarna|Henry Sleepsong,4,Alivyre|Luminia|Avarna|Henry,alias|canonical
169228,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,250,254,play_crowe|play_kalina|play_bysickle|pers_alivyre|pers_faeryne|pers_luminia|pers_avarna|pers_shworn|pers_victor|pers_henry|pers_piers|pers_terry,Crowe|Kalina|Bysickle|Alivyre Dawntracker|Faeryne|Luminia|Avarna|Shworn Sleepsong|Victor D Evernight|Henry Sleepsong|Piers Ashton|Terry,12,CroweTheDualityKing|Kalina Hitana|Bysickle|Alivyre|Faeryne|Luminia|Avarna|Shworn|Victor|Henry|Piers|Terry,alias|canonical
169229,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,255,261,play_crowe|play_kalina|play_bysickle|pers_alivyre|pers_faeryne|pers_luminia|pers_avarna|play_charis|pers_shworn|pers_victor|pers_henry|pers_piers|pers_terry,Crowe|Kalina|Bysickle|Alivyre Dawntracker|Faeryne|Luminia|Avarna|Charis|Shworn Sleepsong|Victor D Evernight|Henry Sleepsong|Piers Ashton|Terry,13,CroweTheDualityKing|Kalina Hitana|Bysickle|Alivyre|Faeryne|Luminia|Avarna|Charis|Shworn|Victor|Henry|Piers|Terry,alias|canonical
169230,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,262,268,play_bysickle|pers_alivyre|pers_luminia|pers_henry,Bysickle|Alivyre Dawntracker|Luminia|Henry Sleepsong,4,Bysickle|Alivyre|Luminia|Henry,canonical|alias
169231,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,269,273,pers_shworn,Shworn Sleepsong,1,Shworn,alias
169232,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,274,278,pers_shworn|pers_kavar,Shworn Sleepsong|Kavar Protis,2,Shworn|Kavar,alias
169233,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,279,283,pers_henry,Henry Sleepsong,1,Henry,alias
169234,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,284,289,pers_alivyre|pers_henry,Alivyre Dawntracker|Henry Sleepsong,2,Alivyre|Henry,alias
169235,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,290,298,pers_henry,Henry Sleepsong,1,Henry,alias
169236,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,299,306,org_academy_elysia|pers_avarna|play_charis|loc_elysia|pers_victor|pers_piers,Elysian Academy|Avarna|Charis|Elysia|Victor D Evernight|Piers Ashton,6,Academy|Avarna|Charis|Elysia|Victor|Piers,alias|canonical
169237,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,307,311,org_academy_elysia|loc_elysia|pers_piers,Elysian Academy|Elysia|Piers Ashton,3,Academy|Elysia|Piers,alias|canonical
169238,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,312,316,loc_elulind|pers_victor|pers_piers|loc_tolan,Kingdom of Elulind|Victor D Evernight|Piers Ashton|Kingdom of Tolàn,4,Elulind|Victor|Piers|Tolan,alias
169240,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,322,326,pers_piers,Piers Ashton,1,Piers,alias
169244,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,342,350,pers_piers,Piers Ashton,1,Piers,alias
169245,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,351,359,pers_henry|pers_shworn|pers_victor|pers_piers|pers_terry|pers_bear,Henry Sleepsong|Shworn Sleepsong|Victor D Evernight|Piers Ashton|Terry|Bear,6,Shadowboy|Shworn|Victor|Henry|Piers|Terry|Bear,alias|canonical
169246,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,360,366,play_kalina|play_bysickle|pers_alivyre|pers_faeryne|pers_luminia|pers_shworn|pers_urgulk|pers_victor|pers_henry|pers_piers|pers_terry,Kalina|Bysickle|Alivyre Dawntracker|Faeryne|Luminia|Shworn Sleepsong|Urgulk|Victor D Evernight|Henry Sleepsong|Piers Ashton|Terry,11,Kalina Hitana|Bysickle|Alivyre|Faeryne|Luminia|Shworn|Urgulk|Victor|Henry|Piers|Terry,alias|canonical
169247,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,367,371,pers_victor|pers_piers|org_hands,Victor D Evernight|Piers Ashton|Hands of Liamassa,3,Victor|Piers|Hand,alias
169250,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,384,388,pers_piers,Piers Ashton,1,Piers,alias
169251,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,389,393,pers_shworn|pers_henry,Shworn Sleepsong|Henry Sleepsong,2,Shworn|Henry,alias
169252,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,394,398,loc_crafthold|pers_shworn|pers_urgulk|pers_henry|pers_piers,Crafthold|Shworn Sleepsong|Urgulk|Henry Sleepsong|Piers Ashton,5,Crafthold|Shworn|Urgulk|Henry|Piers,canonical|alias
169253,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,399,403,pers_henry,Henry Sleepsong,1,Henry,alias
169255,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,409,413,pers_henry,Henry Sleepsong,1,Henry,alias
169257,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,423,427,pers_piers,Piers Ashton,1,Piers,alias
169258,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,428,432,pers_henry|pers_piers,Henry Sleepsong|Piers Ashton,2,Henry|Piers,alias
169259,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,433,441,pers_piers,Piers Ashton,1,Piers,alias
169260,_local/pbp_transcripts/PbP10 - The Second Camp.md,pbp_transcripts,_local/pbp_transcripts/PbP10 - The Second Camp.md,442,446,pers_urgulk|pers_victor,Urgulk|Victor D Evernight,2,Urgulk|Victor,canonical|alias
169118,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,1,5,pers_faeryne|pers_luminia,Faeryne|Luminia,2,Faeryne|Luminia,canonical
169120,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,11,21,pers_alivyre|pers_faeryne|pers_credus,Alivyre Dawntracker|Faeryne|Credus,3,Alivyre|Faeryne|Credus,alias|canonical
169121,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,22,26,pers_faeryne,Faeryne,1,Faeryne,canonical
169125,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,46,50,pers_alivyre|pers_faeryne,Alivyre Dawntracker|Faeryne,2,Alivyre|Faeryne,alias|canonical
169126,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,51,55,pers_alivyre,Alivyre Dawntracker,1,Alivyre,alias
169129,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,66,74,pers_alivyre|pers_faeryne|pers_piers,Alivyre Dawntracker|Faeryne|Piers Ashton,3,Alivyre|Faeryne|Piers,alias|canonical
169130,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,75,79,pers_faeryne|pers_luminia|pers_terry,Faeryne|Luminia|Terry,3,Faeryne|Luminia|Terry,canonical
169132,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,85,89,pers_luminia,Luminia,1,Luminia,canonical
169135,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,100,108,play_bysickle|pers_luminia|pers_henry,Bysickle|Luminia|Henry Sleepsong,3,Bysickle|Luminia|Henry,canonical|alias
169136,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,109,121,pers_shworn,Shworn Sleepsong,1,Shworn,alias
169137,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,122,126,pers_shworn|pers_henry|pers_piers,Shworn Sleepsong|Henry Sleepsong|Piers Ashton,3,Shworn|Henry|Piers,alias
169138,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,127,131,factn_modrons,Modrons,1,Modrons,canonical
169139,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,132,136,pers_shworn|pers_henry,Shworn Sleepsong|Henry Sleepsong,2,Shworn|Henry,alias
169140,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,137,141,factn_modrons,Modrons,1,Modrons,canonical
169142,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,147,151,loc_dhassa,Dhassa,1,Dhassa,canonical
169143,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,152,157,loc_dhassa,Dhassa,1,Dhassa,canonical
169144,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,158,169,play_crowe|play_kalina|play_bysickle|pers_alivyre|pers_faeryne|pers_shworn|pers_victor|pers_henry|pers_piers,Crowe|Kalina|Bysickle|Alivyre Dawntracker|Faeryne|Shworn Sleepsong|Victor D Evernight|Henry Sleepsong|Piers Ashton,9,CroweTheDualityKing|Kalina Hitana|Bysickle|Alivyre|Faeryne|Shworn|Victor|Henry|Piers,alias|canonical
169145,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,170,174,pers_victor,Victor D Evernight,1,Victor,alias
169146,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,175,183,pers_alivyre|pers_evaine,Alivyre Dawntracker|Evaine MacRorie Thuryn,2,Alivyre|Evaine,alias
169147,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,184,192,pers_evaine|pers_light|pers_piers|pers_terry,Evaine MacRorie Thuryn|Light of Ironfang|Piers Ashton|Terry,4,Evaine|Light|Piers|Terry,alias|canonical
169148,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,193,197,pers_shworn|pers_henry,Shworn Sleepsong|Henry Sleepsong,2,Shworn|Henry,alias
169150,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,203,211,pers_evaine|pers_rhys,Evaine MacRorie Thuryn|Rhys Thuryn,2,Evaine|Rhys,alias
169151,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,212,216,pers_evaine,Evaine MacRorie Thuryn,1,Evaine,alias
169152,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,217,225,pers_evaine|pers_victor|pers_rhys,Evaine MacRorie Thuryn|Victor D Evernight|Rhys Thuryn,3,Evaine|Victor|Rhys,alias
169154,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,231,235,pers_shworn|pers_henry,Shworn Sleepsong|Henry Sleepsong,2,Shworn|Henry,alias
169155,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,236,241,pers_evaine|factn_tolanites|pers_victor,Evaine MacRorie Thuryn|Tolanites|Victor D Evernight,3,Evaine MacRorie Thuryn|Tolanite|Evaine|Victor,canonical|alias
169156,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,242,247,pers_victor,Victor D Evernight,1,Victor,alias
169157,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,248,252,org_sleepsong|pers_shworn|pers_henry|pers_light|org_hands,Sleepsong Clan|Shworn Sleepsong|Henry Sleepsong|Light of Ironfang|Hands of Liamassa,5,Sleepsong|Shworn|Henry|Light|Hand,alias
169158,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,253,261,pers_shworn|pers_henry,Shworn Sleepsong|Henry Sleepsong,2,Shworn|Henry,alias
169159,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,262,266,pers_faeryne|pers_luminia|pers_light,Faeryne|Luminia|Light of Ironfang,3,Faeryne|Luminia|Light,canonical|alias
169160,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,267,272,play_bysickle|pers_alivyre|pers_henry,Bysickle|Alivyre Dawntracker|Henry Sleepsong,3,Bysickle|Alivyre|Henry,canonical|alias
169161,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,273,279,play_bysickle|pers_alivyre|play_charis|pers_shworn|pers_henry,Bysickle|Alivyre Dawntracker|Charis|Shworn Sleepsong|Henry Sleepsong,5,Bysickle|Alivyre|Charis|Shworn|Henry,canonical|alias
169162,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,280,284,pers_alivyre|pers_henry,Alivyre Dawntracker|Henry Sleepsong,2,Alivyre|Henry,alias
169163,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,285,289,pers_evaine|pers_urgulk|pers_rhys,Evaine MacRorie Thuryn|Urgulk|Rhys Thuryn,3,Evaine|Urgulk|Rhys,alias|canonical
169164,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,290,302,pers_shworn,Shworn Sleepsong,1,Shworn,alias
169165,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,303,324,pers_alivyre|pers_faeryne|pers_luminia|play_charis|pers_evaine|pers_urgulk|pers_victor|pers_emily|pers_henry|pers_piers|pers_terry|pers_rhys,Alivyre Dawntracker|Faeryne|Luminia|Charis|Evaine MacRorie Thuryn|Urgulk|Victor D Evernight|Emily Ashton|Henry Sleepsong|Piers Ashton|Terry|Rhys Thuryn,12,Alivyre|Faeryne|Luminia|Charis|Evaine|Urgulk|Victor|Emily|Henry|Piers|Terry|Rhys,alias|canonical
169166,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,325,328,pers_urgulk|pers_piers|pers_terry,Urgulk|Piers Ashton|Terry,3,Urgulk|Piers|Terry,canonical|alias
169167,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,329,332,pers_alivyre|pers_faeryne|pers_henry,Alivyre Dawntracker|Faeryne|Henry Sleepsong,3,Alivyre|Faeryne|Henry,alias|canonical
169168,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,333,336,pers_credus,Credus,1,Credus,canonical
169169,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,337,340,pers_urgulk,Urgulk,1,Urgulk,canonical
169170,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,341,344,pers_faeryne,Faeryne,1,Faeryne,canonical
169173,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,355,358,play_charis|pers_urgulk|pers_victor,Charis|Urgulk|Victor D Evernight,3,Charis|Urgulk|Victor,canonical|alias
169175,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,363,368,loc_crafthold|pers_urgulk|pers_victor|pers_kavar,Crafthold|Urgulk|Victor D Evernight|Kavar Protis,4,Crafthold|Urgulk|Victor|Kavar,canonical|alias
169178,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,pbp_transcripts,_local/pbp_transcripts/PbP11 - Lia and the Tolanites.md,377,382,pers_garrick|pers_urgulk,Garrick|Urgulk,2,Garrick|Urgulk,canonical
